id,major,number,title,SBC,cmp,section,credit,date,startTime,endTime,instructor
56186,CSE,570,Wireless and Mobile Networks,,LEC,90,3,TUTH,5:00 PM,6:20 PM,Jihoon Ryoo
55911,CSE,587,Proficiency Requirement,,TUT,T90,3,APPT,1:00 AM,1:00 AM,AMOS OMONDI
55985,CSE,587,Proficiency Requirement,,TUT,T91,3,APPT,1:00 AM,1:00 AM,Jihoon Ryoo
55986,CSE,587,Proficiency Requirement,,TUT,T92,3,APPT,1:00 AM,1:00 AM,YoungMin Kwon
55864,CSE,593,Independent Study in Comp Sci,,TUT,T90,1 to 9,APPT,1:00 AM,1:00 AM,Arthur Lee
55865,CSE,593,Independent Study in Comp Sci,,TUT,T91,1 to 9,APPT,1:00 AM,1:00 AM,Byungkon Kang
55866,CSE,593,Independent Study in Comp Sci,,TUT,T92,1 to 9,APPT,1:00 AM,1:00 AM,YoungMin Kwon
55867,CSE,593,Independent Study in Comp Sci,,TUT,T93,1 to 9,APPT,1:00 AM,1:00 AM,Jihoon Ryoo
55871,CSE,596,MS Internship Prog Off-Campus,,TUT,T92,1,APPT,1:00 AM,1:00 AM,YoungMin Kwon
55874,CSE,596,MS Internship Prog Off-Campus,,TUT,T95,1,APPT,1:00 AM,1:00 AM,Arthur Lee
55876,CSE,599,M.S. Thesis Research,,TUT,T92,1 to 12,APPT,1:00 AM,1:00 AM,YoungMin Kwon
55879,CSE,599,M.S. Thesis Research,,TUT,T95,1 to 12,APPT,1:00 AM,1:00 AM,Arthur Lee
55927,CSE,600,Rsrch in Modern Computer Sci.,,SEM,S90,0 to 1,F,2:00 PM,3:20 PM,YoungMin Kwon
55925,CSE,644,Seminar in Databases,,SEM,S90,1,TU,6:30 PM,7:50 PM,Arthur Lee
56107,CSE,646,Seminar in Artificial Intelligence,,SEM,S90,1,TU,6:30 PM,7:50 PM,Byungkon Kang
55926,CSE,649,Seminar in Operating Systems,,SEM,S90,1,TU,6:30 PM,7:50 PM,YoungMin Kwon
56108,CSE,658,Seminar on Mobile and Wireless Net,,SEM,S90,1,TU,6:30 PM,7:50 PM,Jihoon Ryoo
56187,CSE,659,Seminar in Computer Security,,SEM,S90,1,TU,6:30 PM,7:50 PM,Antonino Mione
55881,CSE,696,PhD Internship Proj Off-Campus,,TUT,T92,1 to 3,APPT,1:00 AM,1:00 AM,YoungMin Kwon
55884,CSE,696,PhD Internship Proj Off-Campus,,TUT,T95,1 to 3,APPT,1:00 AM,1:00 AM,Arthur Lee
55908,CSE,698,Practicum in Teaching,,TUT,T95,0 to 3,APPT,1:00 AM,1:00 AM,Arthur Lee
55885,CSE,699,Dissertation Resrch on Campus,,TUT,T90,1 to 9,APPT,1:00 AM,1:00 AM,Jihoon Ryoo
55886,CSE,699,Dissertation Resrch on Campus,,TUT,T92,1 to 9,APPT,1:00 AM,1:00 AM,YoungMin Kwon
55888,CSE,699,Dissertation Resrch on Campus,,TUT,T95,1 to 9,APPT,1:00 AM,1:00 AM,Arthur Lee
55890,CSE,700,Dissertation off Campus Domest,,TUT,T92,1 to 9,APPT,1:00 AM,1:00 AM,YoungMin Kwon
55893,CSE,700,Dissertation off Campus Domest,,TUT,T95,1 to 9,APPT,1:00 AM,1:00 AM,Arthur Lee
56111,EST,194,Decision-making,QPS,LEC,90,3,MW,5:00 PM,6:20 PM,Joseph Cabuay
56054,EST,202,"Intro to Sci, Tech,Soc Studies",TECH,LEC,90,3,TUTH,3:30 PM,4:50 PM,Gerald Stokes
56189,EST,204,Modern Digital Tech Innovation,TECH,LEC,90,3,MW,3:30 PM,4:50 PM,Maurice Bess
56112,EST,207,Interaction Design,TECH,LEC,90,3,TUTH,2:00 PM,3:20 PM,Neal Dreamson
55841,EST,230,ICT for Development,TECH,LEC,90,3,MW,5:00 PM,6:20 PM,Jin-sang Lee
55915,EST,240,Visual Rhetoric,TECH,LEC,90,3,TUTH,5:00 PM,6:20 PM,Anthony Pennings
55995,EST,304,Communication for Engr & Sci,,LEC,90,3,TUTH,12:30 PM,1:50 PM,Joseph Cabuay
55842,EST,305,App Software for Info Mgt,,LEC,90,3,MW,2:00 PM,3:20 PM,Clovia Hamilton
55920,EST,310,Design of Computer Games,TECH,LEC,90,3,MW,10:30 AM,11:50 AM,Maurice Bess
55979,EST,320,Communication Tech Systems,STAS,LEC,90,3,TUTH,3:30 PM,4:50 PM,Suzana Brown
56055,EST,325,Technology in the Workplace,STAS,LEC,90,3,MW,3:30 PM,4:50 PM,KYUNG KU KIM
55977,EST,326,Management for Engineers,,LEC,90,3,TUTH,5:00 PM,6:20 PM,Joseph Cabuay
56190,EST,327,Marketing for Engineers,,LEC,90,3,MW,2:00 PM,3:20 PM,Jang Lee
56020,EST,331,Engineering Ethics,STAS,LEC,90,3,TUTH,9:00 AM,10:20 AM,Clovia Hamilton
56113,EST,364,How to Build a Startup,EXP+,LEC,90,3,TUTH,9:00 AM,10:20 AM,Suzana Brown
56056,EST,371,Data Sci Management,,LEC,90,3,TUTH,2:00 PM,3:20 PM,Sira Maliphol
55923,EST,372,Mobile Revolution,,LEC,90,3,TUTH,3:30 PM,4:50 PM,Mark Whitaker
55922,EST,391,Technology Assessment,STAS,LEC,90,3,TUTH,10:30 AM,11:50 AM,Mark Whitaker
55843,EST,392,Engineering Economics,SBS,LEC,90,3,TUTH,12:30 PM,1:50 PM,Anthony Pennings
55844,EST,393,Project Management,,LEC,90,3,MW,10:30 AM,11:50 AM,Jang Lee
55845,EST,440,Interdis Rsch Methods,,LEC,90,3,TUTH,10:30 AM,11:50 AM,Sira Maliphol
55914,EST,441,Interdis Senior Project,,LEC,90,3,TUTH,10:30 AM,11:50 AM,Neal Dreamson
56230,EST,488,Internship in Tech & Society,EXP+,TUT,T101,1 to 3,APPT,1:00 AM,1:00 AM,Joseph Cabuay
56231,EST,488,Internship in Tech & Society,EXP+,TUT,T102,1 to 3,APPT,1:00 AM,1:00 AM,Clovia Hamilton
56228,EST,488,Internship in Tech & Society,EXP+,TUT,T103,1 to 3,APPT,1:00 AM,1:00 AM,Jin-sang Lee
56232,EST,488,Internship in Tech & Society,EXP+,TUT,T104,1 to 3,APPT,1:00 AM,1:00 AM,Neal Dreamson
56233,EST,488,Internship in Tech & Society,EXP+,TUT,T105,1 to 3,APPT,1:00 AM,1:00 AM,Sira Maliphol
56234,EST,488,Internship in Tech & Society,EXP+,TUT,T106,1 to 3,APPT,1:00 AM,1:00 AM,Maurice Bess
56235,EST,488,Internship in Tech & Society,EXP+,TUT,T107,1 to 3,APPT,1:00 AM,1:00 AM,Young-Geun Lee
